NCES ID,State,School District (Portal Name),acfrs_original_name,Year,Net Pension Liability,Net Pension Asset,NPL less NPA,States Proportionate Share of Net Pension liability,Overall Liability (Asset) Associated with District Staff,Comments,Employer name in GASB 68/ACFR,
4400660,RI,Narragansett School System,narragansett schools system,2020,"21,128,849",,"21,128,849","15,827,696","36,956,545",Values taken from General Purpose Entities,Narragansett,
4400720,RI,Newport Public Schools,newport city schs,2020,"32,212,837",,"32,212,837","24,130,751","56,343,588",Values taken from General Purpose Entities,Newport,
4400750,RI,North Kingstown School District,north kingstown town schools,2020,"53,382,581",,"53,382,581","39,989,081","93,371,662",Values taken from General Purpose Entities,North Kingstown,
4400780,RI,North Providence Public Schools,north providence schs,2020,"44,771,547",,"44,771,547","33,538,525","78,310,072",Values taken from General Purpose Entities,North Providence,
4400810,RI,North Smithfield School District,north smithfield schs,2020,"22,266,927",,"22,266,927","16,680,234","38,947,161",Values taken from General Purpose Entities,North Smithfield,
4400840,RI,Pawtucket City School District,pawtucket city schs,2020,"104,239,992",,"104,239,992","78,086,549","182,326,541",Values taken from General Purpose Entities,Pawtucket,
4400870,RI,Portsmouth Public Schools,portsmouth town schs,2020,"31,446,313","4,205,948","27,240,365","23,556,545","50,796,910",Values taken from General Purpose Entities,Portsmouth,
4400960,RI,Scituate Town School District,scituate town schs,2020,"19,618,280",,"19,618,280","14,696,124","34,314,404",Values taken from General Purpose Entities,Scituate,
4400990,RI,Smithfield Public Schools,smithfield sch dist,2020,"34,062,291","4,353,075","29,709,216","25,516,184","55,225,400",Values taken from General Purpose Entities,Smithfield,
4401020,RI,South Kingstown School,south kingstown town schools,2020,"49,057,890",,"49,057,890","36,749,440","85,807,330",Values taken from General Purpose Entities,South Kingstown,
4401050,RI,Tiverton School District,tiverton town schs,2020,"23,645,938","3,204,018","20,441,920","17,713,257","38,155,177",Values taken from General Purpose Entities,Tiverton,
4401110,RI,Warwick Public Schools,warwick city schs,2020,"138,160,441",,"138,160,441","103,496,476","241,656,917",Values taken from General Purpose Entities,Warwick,
4401140,RI,West Warwick School District,west warwick district schools,2020,"45,980,761",,"45,980,761","34,444,352","80,425,113",Values taken from General Purpose Entities,West Warwick,
4401170,RI,Westerly Public Schools,westerly town schs,2020,"42,514,093","5,213,368","37,300,725","31,847,458","69,148,183",Values taken from General Purpose Entities,Westerly,
4401200,RI,Woonsocket City School District,woonsocket city schs,2020,"65,830,931",,"65,830,931","49,314,185","115,145,116",Values taken from General Purpose Entities,Woonsocket,
2100090,KY,Anchorage Independent School District,anchorage ind sch dist,2020,,,0,"14,909,493","14,909,493",Values taken from 2019 GASB,Anchorage City Schools,
2100180,KY,Augusta Independent School District,augusta indep sch dist,2020,,,0,"6,079,089","6,079,089",Values taken from 2019 GASB,Augusta City Schools,
2100780,KY,Burgin Independent School District,burgin ind sch dist,2020,,,0,"9,542,076","9,542,076",Values taken from 2019 GASB,Burgin City Schools,
2101290,KY,Cloverport Independent School District,cloverport ind sch dist,2020,,,0,"6,471,627","6,471,627",Values taken from 2019 GASB,Cloverport City Schools,
2102040,KY,Fort Thomas Independent School District,ft thomas ind sch dist,2020,,,0,"66,017,366","66,017,366",Values taken from 2019 GASB,Fort Thomas Independent Schools,
2102910,KY,Jackson Independent School District,jackson indep sch dist,2020,,,0,"4,667,616","4,667,616",Values taken from 2019 GASB,Jackson City Schools,
2105220,KY,Science Hill Independent School District,science hill ind sch d,2020,,,0,"7,459,454","7,459,454",Values taken from 2019 GASB,Science Hill City Schools,
2105460,KY,Southgate Independent School District,southgate ind sch dist,2020,,,0,"5,291,147","5,291,147",Values taken from 2019 GASB,Southgate City Schools,
620220,CA,La Honda Pescadero Unified School District,La Honda Pescadero Unified School District,2020,"6,864,865",,"6,864,865","2,396,250","9,261,115",,,
642300,CA,Westwood Unified School District,Westwood Unified School District,2020,"2,152,621",,"2,152,621","1,052,142","3,204,763",Values for 2020 taken from 2021 ACFR,,
1601080,ID,Firth School District 59,Firth School District 59,2020,"1,005,933",,"1,005,933",,"1,005,933",Values for 2020 taken from 2021 ACFR,,
1603270,ID,Valley School District 262,Valley School District 262,2020,"828,206",,"828,206",,"828,206",Values for 2020 taken from 2021 ACFR,,
1603400,ID,West Jefferson School District 253,West Jefferson School District 253,2020,"1,080,834",,"1,080,834",,"1,080,834",Values for 2020 taken from 2021 ACFR,,
2314010,ME,Woodland School Department,Woodland School Department,2020,"148,288",,"148,288","891,805","1,040,093",Values for 2020 taken from 2021 ACFR,,
2617550,MI,Hancock Public Schools,Hancock Public Schools,2020,"11,802,415",,"11,802,415",,"11,802,415",,,
2621210,MI,Lawrence Public Schools,Lawrence Public Schools,2020,"10,006,344",,"10,006,344",,"10,006,344",,,
2929580,MO,Stoutland R-II School District,Stoutland R-II School District,2020,"3,320,603",,"3,320,603",,"3,320,603",,,
2800960,MS,Chickasaw County School District,Chickasaw County School District,2020,"6,416,496",,"6,416,496",,"6,416,496",Values for 2020 taken from 2021 ACFR,,
2801510,MS,Forrest County Agricultural High School,Forrest County Agricultural High School,2020,"9,082,560",,"9,082,560",,"9,082,560",Values for 2020 taken from 2021 ACFR,,
3302880,NH,Epping School District,Epping School District,2020,"13,345,133",,"13,345,133",,"13,345,133",,,
3303180,NH,Gilford School District,Gilford School District,2020,"18,654,076",,"18,654,076",,"18,654,076",Values for 2020 taken from 2021 ACFR,,
3304350,NH,Litchfield School District,Litchfield School District,2020,"16,434,861",,"16,434,861",,"16,434,861",,,
5000024,NH,Rivendell Interstate School District,Rivendell Interstate School District,2020,"2,048,556",,"2,048,556",,"2,048,556",Values for 2020 taken from 2021 ACFR,,
4215360,PA,Millersburg Area School District,Millersburg Area School District,2020,"19,789,000",,"19,789,000",,"19,789,000",Values for 2020 taken from 2021 ACFR,,
4225140,PA,Weatherly Area School District,Weatherly Area School District,2020,"16,748,000",,"16,748,000",,"16,748,000",,,
4400420,RI,Foster-Glocester Regional School District,Foster-Glocester Regional School District,2020,"17,968,492","2,256,932","15,711,560","12,636,966","28,348,526",Values for 2020 taken from 2021 ACFR,,
4610560,SD,Canton School District 41-1,Canton School District 41-1,2020,,"21,621","-21,621",,"-21,621",,,
4626370,SD,Garretson School District 49-4,Garretson School District 49-4,2020,,"12,423","-12,423",,"-12,423",Values for 2020 taken from 2021 ACFR,,
4660450,SD,Redfield School District 56-4,Redfield School District 56-4,2020,,"18,183","-18,183",,"-18,183",,,
5507260,WI,Dodgeland School District,Dodgeland School District,2020,,"1,170,736","-1,170,736",,"-1,170,736",,,
4503870,SC,Rock Hill School District 3,rock hill school district 3,2020,"216,286,253",,"216,286,253",,"216,286,253",,,
2007380,KS,Holton Unified School District 336,holton unified school district 336,2020,"14,850,975",,"14,850,975",,"14,850,975",,,
3600076,NY,New York City Public Schools,New York City Public Schls,2020,"15,619,200,000",,"15,619,200,000",,"15,619,200,000",Values taken from General Purpose entities,New York,
602360,CA,Alview-Dairyland Union Elementary School District,alview dairyland union elementary,2020,"4,085,515",,"4,085,515","1,265,055","5,350,570",Values for 2020 taken from 2021 ACFR,,
603750,CA,Ballico-Cressey Elementary School District,ballico cressey elem sch dist,2020,"4,100,338",,"4,100,338","1,453,689","5,554,027",,,
606420,CA,Buena Vista Elementary School District,buena vista ele sch dist,2020,"1,988,973",,"1,988,973","724,184","2,713,157",Values for 2020 taken from 2021 ACFR,,
608850,CA,Clay Joint Elementary School District,clay joint elem sch dist,2020,"2,285,520",,"2,285,520","838,426","3,123,946",Values for 2020 taken from 2021 ACFR,,
613860,CA,Flournoy Union Elementary School District,flournoy union elem sch dist,2020,"317,572",,"317,572","55,374","372,946",Values for 2020 taken from 2021 ACFR,,
616650,CA,Hart Ransom Union Elementary,hart ransom union elementary school district,2020,"11,214,543",,"11,214,543","4,756,948","15,971,491",,,
618730,CA,Jamul Dulzura Union Elementary,jamul-dulzura union school dist,2020,"7,566,144",,"7,566,144","2,770,040","10,336,184",,,
621900,CA,Linns Valley Poso Flat Union Elementary,linns val-poso flat union sch dist,2020,"495,039",,"495,039","124,334","619,373",Values for 2020 taken from 2021 ACFR,,
626040,CA,Mount Shasta Union Elementary School District,mt shasta union sch dist,2020,"5,203,215",,"5,203,215","2,182,790","7,386,005",,,
627120,CA,New Castle Elementary,newcastle elem sch dist,2020,"5,995,000",,"5,995,000","2,158,000","8,153,000",Values for 2020 taken from 2021 ACFR,,
627510,CA,North Cow Creek Elementary School District,north cow creek elem sch dist,2020,"2,324,739",,"2,324,739","903,066","3,227,805",Values for 2020 taken from 2021 ACFR,,
631860,CA,Ravenswood City School District,ravenswood city elementary school district,2020,"36,238,931",,"36,238,931","11,825,688","48,064,619",,,
631920,CA,Raymond Knowles Union Elementary,raymond knowles union elem school dist,2020,"334,661",,"334,661","333,588","668,249",Values for 2020 taken from 2021 ACFR,,
634290,CA,San Carlos School District,san carlos elementary school district,2020,"45,123,956",,"45,123,956","16,260,321","61,384,277",,,
636780,CA,Sierra-Plumas Joint Unified School District,sierra plumas jt unified sch dist,2020,"4,632,844",,"4,632,844","1,651,814","6,284,658",Values for 2020 taken from 2021 ACFR,,
3603180,NY,Ardsley Union Free School District,ardsley uf sch dist,2020,"4,148,751","4,861,765","-713,014",,"-713,014",,,
3603720,NY,Babylon Union Free School District,babylon union free sch dist,2020,"3,086,615","3,253,759","-167,144",,"-167,144",,,
3604410,NY,Bellmore Union Free School District,bellmore union free sch dist,2020,"2,634,696","2,194,278","440,418",,"440,418",,,
802640,CO,Buena Vista School District R-31,buena vista sch dist r-31,2020,"16,964,003",,"16,964,003","2,725,305","19,689,308",,,
3610050,NY,East Williston Union Free School District,east williston uf school dist,2020,"2,660,752","4,282,568","-1,621,816",,"-1,621,816",,,
804110,CO,Fowler School District R4J,fowler sch dist r4j,2020,"6,065,649",,"6,065,649","682,752","6,748,401",,,
3612840,NY,Greenport Union Free School District,greenport uf school district,2020,"1,254,458","1,116,834","137,624",,"137,624",,,
3616200,NY,Kendall Central School District,kendall ctl sch dist,2020,"1,265,683","812,055","453,628",,"453,628",Values for 2020 taken from 2021 ACFR,,
805670,CO,Miami Yoder School District Jt60,miami yoder sch dist 60 jt,2020,"5,138,632",,"5,138,632","578,407","5,717,039",,,
3619380,NY,Millbrook Central School District,millbrook central sch dist,2020,"1,701,449","1,559,294","142,155",,"142,155",,,
3620400,NY,New Hyde Park-Garden City Park Ufsd,new hyde prk-garden cty prk un fr sch dist,2020,"2,922,165","2,475,856","446,309",,"446,309",,,
3621120,NY,North Merrick Union Free School District,north merrick union free school dist,2020,"2,674,384","2,173,058","501,326",,"501,326",,,
3623040,NY,Pine Plains Central School District,pine plains central sch,2020,"3,209,891","1,520,611","1,689,280",,"1,689,280",Values for 2020 taken from 2021 ACFR,,
807290,CO,Wiggins School District Re-50J,wiggins sch dist 50 jt,2020,"8,566,469",,"8,566,469","964,245","9,530,714",,,
3626840,NY,Shoreham-Wading River Central School District,shoreham-wading river central sch dist,2020,"4,780,330","3,969,412","810,918",,"810,918",,,
3627620,NY,Southold Union Free School District,southold uf sch dist,2020,"2,467,597","1,876,931","590,666",,"590,666",,,
3629160,NY,Tupper Lake Central School District,tupper lake central school dist,2020,"2,881,129",,"2,881,129",,"2,881,129",,,
804200,CO,Weld County School District Re-1,weld county sch dist re-1,2020,"34,788,511",,"34,788,511","4,412,480","39,200,991",,,
800016,CO,Yuma School District-1,yuma school district 1,2020,"12,590,059",,"12,590,059","1,596,889","14,186,948",,,
3001710,MT,Absarokee Elementary School District 52-C,absarokee elem sch dist 52-c,2020,"1,955,306",,"1,955,306","1,219,456","3,174,762",Values taken from 2019 GASB,Absarokee Public Schools,
3001860,MT,Alberton K-12 School District,alberton k-12 school district,2020,"1,324,812",,"1,324,812","827,922","2,152,734",Values taken from 2019 GASB,Alberton K-12 Schools,
3017460,MT,Alder-Upper Ruby Elementary District No. 2,alder-upper ruby elem dist 2,2020,"108,145",,"108,145","72,394","180,539",Values taken from 2019 GASB,Alder-Upper Ruby Elementary,
3001950,MT,Alzada Elementary District No. 56,alzada elem dist 56,2020,"38,915",,"38,915","29,406","68,321",Values taken from 2019 GASB,Alzada Elementary,
3001980,MT,Amsterdam Elementary District No. 75,amsterdam elem dist 75,2020,"762,969",,"762,969","479,031","1,242,000",Values taken from 2019 GASB,Amsterdam Elementary,
3002070,MT,Anderson Elementary District No. 41,anderson elem dist 41,2020,"1,564,743",,"1,564,743","976,925","2,541,668",Values taken from 2019 GASB,Anderson Elementary,
3002300,MT,Arrowhead Elementary District No. 75,arrowhead elem dist 75,2020,"395,921",,"395,921","251,101","647,022",Values taken from 2019 GASB,Arrowhead Elementary,
3002490,MT,Auchard Creek Elementary District No. 27,auchard creek elem dist 27,2020,"73,648",,"73,648","50,963","124,611",Values taken from 2019 GASB,Auchard Creek Elementary,
3002430,MT,Augusta Elementary School District 45,augusta elem sch dist 45,2020,"970,016",,"970,016","607,605","1,577,621",Values taken from 2019 GASB,Augusta Public Schools,
3002550,MT,Avon Elementary District No. 29,avon elem dist 29,2020,"130,250",,"130,250","86,118","216,368",Values taken from 2019 GASB,Avon Elementary,
3002570,MT,Ayers Elementary District No. 222,ayers elem dist 222,2020,"50,759",,"50,759","36,753","87,512",Values taken from 2019 GASB,Ayers Elementary,
3002640,MT,Bainville K-12 School District,bainville k-12 school district,2020,"1,661,984",,"1,661,984","1,037,303","2,699,287",Values taken from 2019 GASB,Bainville K-12 Schools,
3002730,MT,Baker K-12 School District,baker k-12 school district,2020,"4,925,778",,"4,925,778","3,064,095","7,989,873",Values taken from 2019 GASB,Baker K-12 Schools,
3002820,MT,Basin Elementary District No. 5,basin elem dist 5,2020,"114,067",,"114,067","76,060","190,127",Values taken from 2019 GASB,Basin Elementary,
3003090,MT,Beaverhead County High School District,beaverhead co high school dist,2020,"2,432,410",,"2,432,410","1,515,739","3,948,149",Values taken from 2019 GASB,Beaverhead County High School,
3003270,MT,Belfry K-12 School District,belfry k-12 school district,2020,"805,362",,"805,362","505,351","1,310,713",Values taken from 2019 GASB,Belfry K-12 School,
3003420,MT,Belt Elementary School District 29,belt elem sch dist 29,2020,"2,190,866",,"2,190,866","1,365,733","3,556,599",Values taken from 2019 GASB,Belt Public Schools,
3003480,MT,Benton Lake Elementary District No. 99,benton lake elem dist 99,2020,"58,655",,"58,655","41,657","100,312",Values taken from 2019 GASB,Benton Lake Elementary,
3003600,MT,Biddle Elementary District No. 6,biddle elem dist 6,2020,"42,487",,"42,487","31,615","74,102",Values taken from 2019 GASB,Biddle Elementary,
3003750,MT,Big Sandy K-12 School District,big sandy k-12 sch district,2020,"1,443,047",,"1,443,047","901,350","2,344,397",Values taken from 2019 GASB,Big Sandy Public Schools,
3000654,MT,Big Sky School K-12 District,big sky school k-12 district,2020,"2,597,252",,"2,597,252","1,618,103","4,215,355",Values taken from 2019 GASB,Big Sky School District,
3003800,MT,Big Timber Elementary District No. 1,big timber elem dist 1,2020,"2,031,460",,"2,031,460","1,266,753","3,298,213",Values taken from 2019 GASB,Big Timber Elementary,
3003820,MT,Bigfork School District 38,bigfork school dist 38,2020,"5,800,715",,"5,800,715","3,607,420","9,408,135",Values taken from 2019 GASB,Bigfork Public Schools,
3003990,MT,Birney Elementary District No. 3,birney elem dist 3,2020,"43,944",,"43,944","32,523","76,467",Values taken from 2019 GASB,Birney Elementary,
3004200,MT,Bloomfield Elementary District No. 30,bloomfield elem dist 30,2020,"48,879",,"48,879","35,594","84,473",Values taken from 2019 GASB,Bloomfield Elementary,
3004230,MT,Blue Creek Elementary District No. 3,blue creek elem dist 3,2020,"964,454",,"964,454","604,143","1,568,597",Values taken from 2019 GASB,Blue Creek Elementary,
3004260,MT,Bonner Elementary District No. 14,bonner elem dist 14,2020,"2,381,353",,"2,381,353","1,484,030","3,865,383",Values taken from 2019 GASB,Bonner Elementary,
3004800,MT,Bridger K-12 School District,bridger k-12 school district,2020,"1,828,737",,"1,828,737","1,140,858","2,969,595",Values taken from 2019 GASB,Bridger K-12 Schools,
3000006,MT,Broadus Elementary School District 79J,broadus elem sch dist 79j,2020,"1,876,692",,"1,876,692","1,170,639","3,047,331",Values taken from 2019 GASB,Broadus Public Schools,
3004890,MT,Broadview Elementary School District 21J,broadview elem sch dist 21j,2020,"1,334,682",,"1,334,682","834,063","2,168,745",Values taken from 2019 GASB,Broadview Public Schools,
3005130,MT,Brorson Elementary District No. 11,brorson elem dist 11,2020,"102,975",,"102,975","69,183","172,158",Values taken from 2019 GASB,Brorson Elementary,
3005330,MT,Bynum Elementary District No. 12,bynum elem dist 12,2020,"179,317",,"179,317","116,589","295,906",Values taken from 2019 GASB,Bynum Elementary,
3005460,MT,Canyon Creek Elementary District No. 4,canyon creek elem dist 4,2020,"1,277,782",,"1,277,782","798,719","2,076,501",Values taken from 2019 GASB,Canyon Creek Elementary,
3005550,MT,Cardwell Elementary District No. 16-31,cardwell elem dist 16-31,2020,"264,339",,"264,339","169,385","433,724",Values taken from 2019 GASB,Cardwell Elementary,
3005760,MT,Carter Elementary District No. 56,carter elem dist 56,2020,"63,997",,"63,997","44,978","108,975",Values taken from 2019 GASB,Carter Elementary,
3005880,MT,Cascade Elementary District No. 3,cascade elem dist 3,2020,"2,260,346",,"2,260,346","1,408,878","3,669,224",Values taken from 2019 GASB,Cascade Public Schools,
3005990,MT,Cayuse Prairie Elementary District No. 10,cayuse prairie elem dist 10,2020,"1,805,018",,"1,805,018","1,126,131","2,931,149",Values taken from 2019 GASB,Cayuse Prairie Elementary,
3025130,MT,Centerville Elementary School District,centerville elem sch district,2020,"2,119,349",,"2,119,349","1,321,319","3,440,668",Values taken from 2019 GASB,Centerville Public Schools,
3006112,MT,Charlo Elementary School District 7-J,charlo elem sch dist 7-j,2020,"1,837,072",,"1,837,072","1,146,043","2,983,115",Values taken from 2019 GASB,Charlo Public Schools,
3000098,MT,Chester-Joplin-Inverness School District No. 48-1J & 48-2J,chester-joplin-inverness el,2020,"1,601,136",,"1,601,136","999,515","2,600,651",Values taken from 2019 GASB,Chester Joplin Inverness Public Schools,
3006260,MT,Chinook Elementary School District 10,chinook elem sch dist 10,2020,"2,654,951",,"2,654,951","1,653,932","4,308,883",Values taken from 2019 GASB,Chinook Public School,
3006320,MT,Choteau Elementary School District 1,choteau elem sch dist 1,2020,"2,448,359",,"2,448,359","1,525,640","3,973,999",Values taken from 2019 GASB,Choteau Public Schools,
3006790,MT,Circle Elementary School District 1,circle elem sch dist 1,2020,"1,541,619",,"1,541,619","962,558","2,504,177",Values taken from 2019 GASB,Circle Public Schools,
3006840,MT,Clancy Elementary District No. 1,clancy elem dist 1,2020,"1,927,765",,"1,927,765","1,202,348","3,130,113",Values taken from 2019 GASB,Clancy Elementary,
3004050,MT,Cleveland-Lone Tree Elementary School District No. 14,cleveland-lone tree elem 14,2020,"58,169",,"58,169","41,359","99,528",Values taken from 2019 GASB,Cleveland Elementary,
3006870,MT,Clinton Elementary District No. 32,clinton elem dist 32,2020,"1,486,098",,"1,486,098","928,077","2,414,175",Values taken from 2019 GASB,Clinton Elementary,
3007030,MT,Cohagen Elementary District No. 27,cohagen elem dist 27,2020,"52,811",,"52,811","38,022","90,833",Values taken from 2019 GASB,Cohagen Elementary,
3007330,MT,Conrad Elementary School District 10,conrad elem sch dist 10,2020,"3,122,796",,"3,122,796","1,944,449","5,067,245",Values taken from 2019 GASB,Conrad Public Schools,
3007350,MT,Cooke City Elementary District No. 9,cooke city elem dist 9,2020,"43,286",,"43,286","32,116","75,402",Values taken from 2019 GASB,Cooke City Elementary,
3007500,MT,Cottonwood Elementary District No. 22,cottonwood elem dist 22,2020,"128,261",,"128,261","84,880","213,141",Values taken from 2019 GASB,Cottonwood Elementary - 160221,
3014150,MT,Cottonwood Elementary District No. 57,cottonwood elem dist 57,2020,"227,523",,"227,523","146,528","374,051",Values taken from 2019 GASB,Cottonwood Elementary - 210571,
3007710,MT,Creston Elementary District No. 9,creston elem dist 9,2020,"535,947",,"535,947","338,049","873,996",Values taken from 2019 GASB,Creston Elementary,
3007830,MT,Culbertson Elem & H S Dist 17J/C,culbertson elem & h s dist 17j/c,2020,"2,955,965",,"2,955,965","1,840,863","4,796,828",Values taken from 2019 GASB,Culbertson Public Schools,
3008130,MT,Custer K-12 School District,custer k-12 school district,2020,"780,092",,"780,092","489,669","1,269,761",Values taken from 2019 GASB,Custer K-12 Schools,
3008280,MT,Darby K-12 School District,darby k-12 school district,2020,"2,431,705",,"2,431,705","1,515,300","3,947,005",Values taken from 2019 GASB,Darby K-12 Schools,
3008310,MT,Davey Elementary District No. 12,davey elem dist 12,2020,"89,518",,"89,518","60,817","150,335",Values taken from 2019 GASB,Davey Elementary,
3008470,MT,Deer Creek Elementary District No. 3,deer creek elem dist 3,2020,"149,677",,"149,677","98,181","247,858",Values taken from 2019 GASB,Deer Creek Elementary,
3008670,MT,Deer Lodge Elementary District No. 1,deer lodge elem dist 1,2020,"3,019,680",,"3,019,680","1,880,421","4,900,101",Values taken from 2019 GASB,Deer Lodge Elementary,
3008700,MT,Deer Park Elementary District No. 2,deer park elem dist 2,2020,"925,053",,"925,053","579,688","1,504,741",Values taken from 2019 GASB,Deer Park Elementary,
3008730,MT,Deerfield Elementary District No. 15,deerfield elem dist 15,2020,"81,544",,"81,544","55,866","137,410",Values taken from 2019 GASB,Deerfield Elementary,
3008860,MT,Denton Elementary School District 84,denton elem sch dist 84,2020,"679,718",,"679,718","427,332","1,107,050",Values taken from 2019 GASB,Denton Public Schools,
3000091,MT,Dept of Corrections-Youth,dept of corrections-youth,2020,"2,080,606",,"2,080,606","733,547","2,814,153",Values taken from 2019 GASB,Department Of Corrections,
3008880,MT,Desmet Elementary District No. 20,desmet elem dist 20,2020,"1,052,562",,"1,052,562","658,866","1,711,428",Values taken from 2019 GASB,Desmet Elementary,
3009000,MT,Divide Elementary District No. 4,divide elem dist 4,2020,"47,939",,"47,939","34,999","82,938",Values taken from 2019 GASB,Divide Elementary,
3009030,MT,Dixon Elementary District No. 9,dixon elem dist 9,2020,"694,726",,"694,726","436,654","1,131,380",Values taken from 2019 GASB,Dixon Elementary,
3009180,MT,Drummond Public Sch Dist 11 & 2,drummond public sch dist 11 & 2,2020,"1,272,283",,"1,272,283","795,304","2,067,587",Values taken from 2019 GASB,Drummond Public Schools,
3009330,MT,Dupuyer Elementary District No. 2,dupuyer elem dist 2,2020,"89,455",,"89,455","60,786","150,241",Values taken from 2019 GASB,Dupuyer Elementary,
3000102,MT,Dutton/Brady K-12 School District,dutton/brady k-12 school district,2020,"1,339,225",,"1,339,225","836,883","2,176,108",Values taken from 2019 GASB,Dutton/Brady K-12,
3009510,MT,East Glacier Park Elem District 50,east glacier park elem district 50,2020,"622,943",,"622,943","392,067","1,015,010",Values taken from 2019 GASB,East Glacier Park Elementary,
3009670,MT,Ekalaka Elementary District No. 15,ekalaka elem dist 15,2020,"1,088,234",,"1,088,234","681,018","1,769,252",Values taken from 2019 GASB,Ekalaka Public Schools,
3009720,MT,Elder Grove Elementary District No. 8,elder grove elem dist 8,2020,"2,875,691",,"2,875,691","1,791,013","4,666,704",Values taken from 2019 GASB,Elder Grove Elementary,
3009780,MT,Elliston Elementary District No. 27,elliston elem dist 27,2020,"100,014",,"100,014","67,334","167,348",Values taken from 2019 GASB,Elliston School,
3009840,MT,Elysian Elementary District No. 23,elysian elem dist 23,2020,"1,761,481",,"1,761,481","1,099,091","2,860,572",Values taken from 2019 GASB,Elysian School,
3009930,MT,Ennis K-12 School District,ennis k-12 school district,2020,"2,822,644",,"2,822,644","1,758,066","4,580,710",Values taken from 2019 GASB,Ennis K-12 Schools,
3010230,MT,Fair-Mont-Egan Elementary District No. 3,fair-mont-egan elem dist 3,2020,"1,055,977",,"1,055,977","660,981","1,716,958",Values taken from 2019 GASB,Fair-Mont-Egan Elementary,
3010140,MT,Fairfield Elementary School District 21,fairfield elem sch dist 21,2020,"2,398,085",,"2,398,085","1,494,417","3,892,502",Values taken from 2019 GASB,Fairfield Public Schools,
3010210,MT,Fairview Elementary School District 13,fairview elem sch dist 13,2020,"2,386,179",,"2,386,179","1,487,022","3,873,201",Values taken from 2019 GASB,Fairview Public Schools,
3010530,MT,Fergus High School District No. 1,fergus high sch dist 1,2020,"69,026",,"69,026","48,096","117,122",Values taken from 2019 GASB,Fergus County,
3010800,MT,Fishtail Elementary District No. 13,fishtail elem dist 13,2020,"70,076",,"70,076","48,754","118,830",Values taken from 2019 GASB,Fishtail Elementary,
3011100,MT,Florence-Carlton K-12 School District,florence-carlton k-12 school dist,2020,"5,282,815",,"5,282,815","3,285,805","8,568,620",Values taken from 2019 GASB,Florence-Carlton K-12 Schools,
3011160,MT,Forsyth Elementary School District 4,forsyth elem sch dist 4,2020,"2,740,537",,"2,740,537","1,707,072","4,447,609",Values taken from 2019 GASB,Forsyth Public Schools,
3011240,MT,Fort Benton Elementary School District 1,fort benton elem sch dist 1,2020,"2,210,809",,"2,210,809","1,378,125","3,588,934",Values taken from 2019 GASB,Fort Benton Public Schools,
3011340,MT,Fortine Elementary District No. 14,fortine elem dist 14,2020,"442,873",,"442,873","280,256","723,129",Values taken from 2019 GASB,Fortine Elementary,
3011550,MT,Froid Elementary School District 65,froid elem sch dist 65,2020,"1,206,813",,"1,206,813","754,650","1,961,463",Values taken from 2019 GASB,Froid Public Schools,
3011650,MT,Fromberg Public Schools,fromberg public schools,2020,"1,000,769",,"1,000,769","626,702","1,627,471",Values taken from 2019 GASB,Fromberg Public Schools,
3011670,MT,Frontier Elementary District No. 3,frontier elem dist 3,2020,"1,006,847",,"1,006,847","630,478","1,637,325",Values taken from 2019 GASB,Frontier Elementary,
3011730,MT,Galata Elementary District No. 21,galata elem dist 21,2020,"57,041",,"57,041","40,654","97,695",Values taken from 2019 GASB,Galata Elementary,
3011790,MT,Gallatin Gateway Elementary District No. 35,gallatin gateway elem dist 35,2020,"1,024,848",,"1,024,848","641,648","1,666,496",Values taken from 2019 GASB,Gallatin Gateway Elementary,
3011820,MT,Gardiner Elementary School District 7,gardiner elem sch dist 7,2020,"2,002,603",,"2,002,603","1,248,830","3,251,433",Values taken from 2019 GASB,Gardiner Public Schools,
3011880,MT,Garfield County High School District,garfield co high sch dist,2020,"48,158",,"48,158","35,140","83,298",Values taken from 2019 GASB,Garfield County,
3021480,MT,Garrison Elementary District No. 20,garrison elem dist 20,2020,"110,448",,"110,448","73,820","184,268",Values taken from 2019 GASB,Garrison School,
3012210,MT,Geraldine Public Schools,geraldine public schools,2020,"844,951",,"844,951","529,931","1,374,882",Values taken from 2019 GASB,Geraldine Public Schools,
3012300,MT,Geyser High School No. 58,geyser h s 58,2020,"710,016",,"710,016","446,147","1,156,163",Values taken from 2019 GASB,Geyser Public Schools,
3012350,MT,Gildford Colony Elementary District No. 89,gildford colony elem dist 89,2020,"115,869",,"115,869","77,188","193,057",Values taken from 2019 GASB,Gildford Colony Elementary,
3012570,MT,Gold Creek Elementary District No. 33,gold creek elem dist 33,2020,"81,904",,"81,904","56,101","138,005",Values taken from 2019 GASB,Gold Creek Elementary,
3012600,MT,Golden Ridge Elementary District No. 45,golden ridge elem dist 45,2020,"227,022",,"227,022","146,214","373,236",Values taken from 2019 GASB,Golden Ridge Elementary,
3012900,MT,Grant Elementary District No. 7,grant elem dist 7,2020,"52,921",,"52,921","38,101","91,022",Values taken from 2019 GASB,Grant Elementary,
3012960,MT,Grass Range Elementary School District 27,grass range elem sch dist 27,2020,"627,752",,"627,752","395,059","1,022,811",Values taken from 2019 GASB,Grass Range Public Schools,
3013110,MT,Greenfield Elementary District No. 75,greenfield elem dist 75,2020,"520,876",,"520,876","328,696","849,572",Values taken from 2019 GASB,Greenfield Elementary,
